annee;tranche_horaire;Loire-Atlantique;Cote d Armor;Calvados;Seine-Maritime;Somme;Nord;Charante Maritime;Gironde;Herault;Bouches-du-Rhone
2017;3445;0.259;0.087;0.096;0.072;0.064;0.084;0.302;0.468;0.035;0.113
2017;3446;0.289;0.12;0.123;0.072;0.071;0.088;0.337;0.502;0.031;0.155
2017;3447;0.32;0.151;0.142;0.07;0.076;0.086;0.376;0.544;0.03;0.202
2017;3448;0.367;0.175;0.161;0.07;0.08;0.076;0.419;0.59;0.03;0.261
2017;3449;0.438;0.201;0.182;0.073;0.08;0.061;0.438;0.613;0.031;0.341
2017;3450;0.505;0.237;0.212;0.084;0.078;0.045;0.479;0.674;0.04;0.435
2017;3451;0.625;0.291;0.27;0.111;0.086;0.045;0.559;0.735;0.053;0.563
2017;3452;0.726;0.355;0.339;0.148;0.096;0.046;0.62;0.77;0.07;0.638
2017;3453;0.76;0.398;0.402;0.196;0.12;0.045;0.633;0.762;0.14;0.676
2017;3454;0.744;0.434;0.456;0.257;0.167;0.044;0.609;0.737;0.223;0.694
2017;3455;0.724;0.454;0.485;0.321;0.218;0.044;0.596;0.718;0.323;0.691
2017;3456;0.711;0.451;0.498;0.381;0.26;0.049;0.59;0.702;0.399;0.668
2017;3457;0.698;0.449;0.502;0.432;0.286;0.061;0.586;0.692;0.44;0.618
2017;3458;0.687;0.454;0.505;0.46;0.298;0.081;0.583;0.683;0.533;0.556
2017;3459;0.687;0.464;0.503;0.465;0.297;0.097;0.577;0.663;0.601;0.496
2017;3460;0.689;0.468;0.497;0.458;0.289;0.104;0.566;0.638;0.599;0.432
2017;3461;0.658;0.41;0.432;0.395;0.213;0.084;0.523;0.575;0.528;0.367
2017;3462;0.613;0.32;0.363;0.339;0.179;0.08;0.461;0.488;0.398;0.346
2017;3463;0.686;0.369;0.455;0.418;0.22;0.087;0.523;0.542;0.47;0.28
2017;3464;0.735;0.442;0.534;0.465;0.234;0.101;0.546;0.524;0.475;0.176
2017;3465;0.748;0.457;0.556;0.502;0.259;0.118;0.55;0.51;0.407;0.089
2017;3466;0.739;0.466;0.58;0.55;0.294;0.133;0.566;0.533;0.342;0.045
2017;3467;0.727;0.469;0.612;0.595;0.324;0.144;0.571;0.547;0.292;0.079
2017;3468;0.703;0.473;0.642;0.632;0.344;0.152;0.559;0.532;0.251;0.17
2017;3469;0.677;0.469;0.665;0.656;0.359;0.164;0.545;0.505;0.22;0.256
2017;3470;0.651;0.458;0.677;0.669;0.376;0.183;0.54;0.491;0.209;0.285
2017;3471;0.638;0.457;0.683;0.678;0.398;0.22;0.554;0.498;0.213;0.245
2017;3472;0.638;0.456;0.669;0.661;0.386;0.269;0.568;0.499;0.209;0.178
2017;3473;0.611;0.432;0.621;0.626;0.341;0.308;0.58;0.526;0.208;0.126
2017;3474;0.631;0.484;0.629;0.666;0.398;0.371;0.622;0.633;0.195;0.105
2017;3475;0.73;0.603;0.717;0.748;0.517;0.435;0.709;0.751;0.136;0.093
2017;3476;0.802;0.673;0.772;0.795;0.588;0.477;0.759;0.786;0.07;0.068
2017;3477;0.804;0.657;0.772;0.796;0.592;0.502;0.756;0.763;0.041;0.052
2017;3478;0.796;0.622;0.752;0.78;0.58;0.518;0.728;0.723;0.027;0.043
2017;3479;0.774;0.583;0.719;0.754;0.563;0.523;0.706;0.679;0.018;0.038
2017;3480;0.745;0.544;0.674;0.72;0.541;0.51;0.633;0.597;0.019;0.047
2017;3481;0.71;0.517;0.634;0.682;0.516;0.484;0.551;0.519;0.036;0.079
2017;3482;0.669;0.501;0.607;0.651;0.494;0.46;0.464;0.437;0.07;0.13
2017;3483;0.626;0.49;0.595;0.641;0.487;0.453;0.402;0.395;0.11;0.18
2017;3484;0.586;0.479;0.596;0.635;0.469;0.431;0.378;0.393;0.138;0.212
2017;3485;0.507;0.412;0.547;0.586;0.389;0.349;0.323;0.358;0.115;0.201
2017;3486;0.421;0.318;0.496;0.544;0.328;0.294;0.266;0.309;0.088;0.251
2017;3487;0.436;0.341;0.552;0.584;0.391;0.364;0.283;0.352;0.117;0.277
2017;3488;0.396;0.391;0.702;0.694;0.494;0.425;0.32;0.433;0.139;0.261
2017;3489;0.337;0.412;0.748;0.737;0.519;0.436;0.332;0.454;0.168;0.256
2017;3490;0.28;0.428;0.77;0.765;0.534;0.438;0.312;0.421;0.21;0.274
2017;3491;0.277;0.428;0.772;0.768;0.534;0.437;0.283;0.377;0.251;0.305
2017;3492;0.305;0.4;0.756;0.751;0.519;0.428;0.258;0.352;0.278;0.34
2017;3493;0.325;0.347;0.728;0.726;0.501;0.411;0.243;0.348;0.294;0.365
2017;3494;0.32;0.279;0.686;0.7;0.481;0.394;0.237;0.346;0.289;0.369
2017;3495;0.309;0.223;0.631;0.653;0.447;0.376;0.228;0.319;0.267;0.354
2017;3496;0.291;0.199;0.58;0.574;0.351;0.32;0.202;0.259;0.215;0.319
2017;3497;0.285;0.203;0.587;0.544;0.287;0.302;0.177;0.212;0.148;0.273
2017;3498;0.354;0.223;0.682;0.633;0.357;0.388;0.203;0.255;0.087;0.222
2017;3499;0.413;0.255;0.777;0.752;0.505;0.528;0.27;0.386;0.046;0.158
2017;3500;0.286;0.3;0.812;0.817;0.607;0.63;0.221;0.362;0.021;0.094
2017;3501;0.212;0.318;0.823;0.831;0.637;0.666;0.132;0.22;0.009;0.039
2017;3502;0.267;0.343;0.819;0.826;0.642;0.674;0.097;0.118;0.02;0.014
2017;3503;0.476;0.361;0.809;0.815;0.633;0.665;0.284;0.307;0.054;0.033
2017;3504;0.606;0.443;0.792;0.806;0.623;0.644;0.463;0.506;0.096;0.07
2017;3505;0.434;0.508;0.793;0.806;0.621;0.633;0.344;0.437;0.124;0.095
2017;3506;0.391;0.501;0.775;0.808;0.625;0.611;0.179;0.291;0.135;0.09
2017;3507;0.505;0.467;0.701;0.771;0.592;0.566;0.071;0.122;0.158;0.066
2017;3508;0.436;0.457;0.611;0.676;0.534;0.471;0.024;0.087;0.18;0.05
2017;3509;0.347;0.449;0.506;0.522;0.4;0.39;0.015;0.085;0.148;0.043
2017;3510;0.245;0.464;0.466;0.396;0.259;0.334;0.011;0.078;0.074;0.036
2017;3511;0.153;0.467;0.542;0.418;0.203;0.348;0.009;0.067;0.046;0.051
2017;3512;0.084;0.442;0.594;0.473;0.237;0.346;0.008;0.054;0.073;0.072
2017;3513;0.049;0.379;0.607;0.538;0.278;0.381;0.008;0.044;0.117;0.094
2017;3514;0.046;0.286;0.591;0.58;0.279;0.44;0.006;0.034;0.158;0.104
2017;3515;0.051;0.195;0.559;0.584;0.306;0.488;0.007;0.034;0.201;0.101
2017;3516;0.038;0.127;0.493;0.54;0.332;0.518;0.014;0.054;0.242;0.094
2017;3517;0.017;0.07;0.415;0.476;0.319;0.547;0.043;0.13;0.279;0.091
2017;3518;0.02;0.026;0.332;0.42;0.289;0.55;0.121;0.264;0.302;0.092
2017;3519;0.033;0.015;0.263;0.358;0.25;0.547;0.196;0.345;0.302;0.094
2017;3520;0.013;0.054;0.221;0.311;0.211;0.503;0.243;0.388;0.282;0.098
2017;3521;0.011;0.113;0.225;0.259;0.175;0.396;0.265;0.411;0.243;0.104
2017;3522;0.043;0.213;0.229;0.187;0.115;0.287;0.282;0.485;0.185;0.125
2017;3523;0.14;0.251;0.225;0.137;0.07;0.256;0.357;0.572;0.137;0.132
2017;3524;0.343;0.211;0.192;0.105;0.055;0.267;0.447;0.619;0.091;0.101
2017;3525;0.504;0.174;0.126;0.079;0.048;0.279;0.471;0.63;0.045;0.049
2017;3526;0.578;0.163;0.084;0.067;0.037;0.259;0.457;0.657;0.017;0.011
2017;3527;0.615;0.179;0.069;0.061;0.03;0.23;0.447;0.704;0.026;0.006
2017;3528;0.635;0.207;0.07;0.057;0.033;0.192;0.481;0.781;0.059;0.024
2017;3529;0.625;0.225;0.084;0.047;0.03;0.124;0.503;0.726;0.1;0.043
2017;3530;0.558;0.229;0.108;0.046;0.024;0.065;0.505;0.614;0.134;0.05
2017;3531;0.435;0.235;0.137;0.061;0.026;0.039;0.472;0.535;0.154;0.052
2017;3532;0.331;0.249;0.175;0.088;0.035;0.02;0.454;0.554;0.164;0.057
2017;3533;0.316;0.253;0.189;0.117;0.042;0.011;0.432;0.555;0.159;0.064
2017;3534;0.444;0.204;0.24;0.162;0.063;0.008;0.433;0.556;0.133;0.06
2017;3535;0.454;0.19;0.379;0.274;0.109;0.004;0.433;0.558;0.167;0.083
2017;3536;0.458;0.306;0.407;0.395;0.174;0.013;0.41;0.523;0.239;0.12
2017;3537;0.578;0.409;0.325;0.39;0.23;0.03;0.407;0.51;0.314;0.174
2017;3538;0.658;0.386;0.225;0.274;0.201;0.043;0.421;0.484;0.379;0.236
2017;3539;0.64;0.319;0.26;0.163;0.132;0.035;0.425;0.509;0.422;0.283
2017;3540;0.544;0.251;0.403;0.213;0.079;0.029;0.434;0.541;0.447;0.305
2017;3541;0.454;0.179;0.389;0.332;0.076;0.036;0.422;0.562;0.464;0.312
2017;3542;0.484;0.121;0.327;0.343;0.086;0.074;0.374;0.602;0.467;0.311
2017;3543;0.473;0.126;0.302;0.356;0.102;0.185;0.274;0.58;0.428;0.281
2017;3544;0.321;0.142;0.227;0.371;0.139;0.265;0.218;0.354;0.364;0.245
2017;3545;0.301;0.115;0.154;0.316;0.171;0.32;0.28;0.271;0.283;0.213
2017;3546;0.335;0.117;0.227;0.329;0.194;0.424;0.464;0.466;0.179;0.179
2017;3547;0.361;0.136;0.36;0.466;0.179;0.473;0.574;0.656;0.105;0.137
2017;3548;0.33;0.189;0.37;0.567;0.252;0.392;0.592;0.716;0.055;0.084
2017;3549;0.352;0.2;0.278;0.571;0.393;0.245;0.533;0.681;0.033;0.038
2017;3550;0.421;0.157;0.197;0.49;0.397;0.225;0.464;0.672;0.045;0.029
2017;3551;0.485;0.094;0.161;0.383;0.358;0.282;0.462;0.638;0.079;0.041
2017;3552;0.534;0.04;0.132;0.261;0.294;0.302;0.404;0.413;0.138;0.058
2017;3553;0.467;0.055;0.177;0.225;0.192;0.294;0.264;0.227;0.237;0.08
2017;3554;0.341;0.122;0.311;0.241;0.171;0.259;0.147;0.166;0.332;0.093
2017;3555;0.252;0.146;0.421;0.238;0.179;0.217;0.045;0.093;0.314;0.106
2017;3556;0.183;0.154;0.639;0.344;0.182;0.193;0.017;0.021;0.226;0.133
2017;3557;0.16;0.146;0.718;0.535;0.253;0.189;0.014;0.007;0.139;0.146
2017;3558;0.142;0.109;0.58;0.447;0.176;0.132;0.012;0.016;0.106;0.13
2017;3559;0.138;0.104;0.503;0.332;0.053;0.079;0.03;0.018;0.156;0.136
2017;3560;0.209;0.112;0.472;0.325;0.084;0.058;0.087;0.046;0.21;0.145
2017;3561;0.251;0.144;0.494;0.334;0.197;0.031;0.134;0.1;0.23;0.151
2017;3562;0.248;0.173;0.422;0.374;0.25;0.084;0.124;0.142;0.234;0.152
2017;3563;0.241;0.196;0.407;0.291;0.226;0.138;0.095;0.185;0.257;0.155
2017;3564;0.213;0.18;0.479;0.302;0.17;0.168;0.105;0.236;0.276;0.159
2017;3565;0.241;0.157;0.504;0.35;0.156;0.158;0.131;0.281;0.261;0.157
2017;3566;0.248;0.154;0.453;0.38;0.158;0.146;0.161;0.3;0.22;0.118
2017;3567;0.245;0.122;0.365;0.386;0.17;0.132;0.179;0.286;0.207;0.093
2017;3568;0.252;0.109;0.258;0.346;0.165;0.138;0.164;0.248;0.207;0.107
2017;3569;0.266;0.118;0.206;0.294;0.177;0.138;0.141;0.204;0.195;0.131
2017;3570;0.296;0.135;0.217;0.242;0.178;0.133;0.127;0.166;0.148;0.137
2017;3571;0.344;0.167;0.259;0.285;0.159;0.143;0.145;0.165;0.081;0.105
2017;3572;0.398;0.208;0.32;0.37;0.178;0.192;0.195;0.209;0.041;0.055
2017;3573;0.415;0.221;0.367;0.426;0.243;0.279;0.245;0.264;0.031;0.024
2017;3574;0.42;0.227;0.382;0.448;0.3;0.328;0.271;0.311;0.02;0.006
2017;3575;0.414;0.246;0.388;0.448;0.32;0.337;0.274;0.334;0.018;0.007
2017;3576;0.395;0.257;0.363;0.442;0.32;0.364;0.251;0.323;0.053;0.035
2017;3577;0.352;0.261;0.323;0.42;0.32;0.412;0.201;0.264;0.108;0.062
2017;3578;0.271;0.254;0.298;0.408;0.3;0.433;0.155;0.221;0.123;0.074
2017;3579;0.164;0.243;0.307;0.42;0.314;0.404;0.127;0.194;0.085;0.067
2017;3580;0.084;0.235;0.322;0.434;0.34;0.376;0.112;0.181;0.044;0.054
2017;3581;0.043;0.201;0.291;0.422;0.317;0.368;0.096;0.164;0.026;0.037
2017;3582;0.04;0.169;0.302;0.444;0.362;0.422;0.091;0.151;0.003;0.012
2017;3583;0.053;0.181;0.362;0.472;0.376;0.432;0.088;0.14;0.002;0.005
2017;3584;0.078;0.196;0.42;0.505;0.391;0.442;0.083;0.14;0.009;0.007
2017;3585;0.11;0.189;0.441;0.52;0.403;0.469;0.082;0.144;0.03;0.017
2017;3586;0.141;0.16;0.426;0.516;0.408;0.504;0.093;0.163;0.063;0.068
2017;3587;0.167;0.13;0.407;0.503;0.415;0.532;0.11;0.184;0.087;0.149
2017;3588;0.187;0.112;0.389;0.493;0.422;0.556;0.119;0.193;0.143;0.211
2017;3589;0.2;0.102;0.386;0.487;0.421;0.581;0.123;0.209;0.146;0.207
2017;3590;0.209;0.093;0.386;0.484;0.425;0.613;0.127;0.233;0.101;0.161
2017;3591;0.214;0.088;0.397;0.494;0.429;0.634;0.137;0.265;0.058;0.131
2017;3592;0.216;0.084;0.398;0.496;0.422;0.638;0.155;0.281;0.032;0.102
2017;3593;0.217;0.084;0.374;0.466;0.395;0.62;0.18;0.284;0.018;0.072
2017;3594;0.213;0.08;0.307;0.385;0.321;0.571;0.212;0.309;0.032;0.06
2017;3595;0.217;0.069;0.242;0.311;0.261;0.515;0.264;0.376;0.091;0.068
2017;3596;0.211;0.054;0.196;0.289;0.266;0.507;0.305;0.429;0.163;0.091
2017;3597;0.202;0.039;0.167;0.286;0.278;0.464;0.311;0.442;0.199;0.104
2017;3598;0.201;0.03;0.142;0.294;0.297;0.415;0.309;0.459;0.179;0.095
2017;3599;0.184;0.027;0.113;0.287;0.303;0.374;0.307;0.446;0.122;0.076
2017;3600;0.161;0.032;0.091;0.267;0.293;0.332;0.307;0.432;0.07;0.05
2017;3601;0.145;0.044;0.071;0.244;0.266;0.294;0.3;0.418;0.042;0.029
2017;3602;0.135;0.057;0.063;0.217;0.233;0.254;0.289;0.399;0.03;0.022
2017;3603;0.13;0.066;0.068;0.194;0.206;0.211;0.268;0.359;0.034;0.023
2017;3604;0.131;0.07;0.07;0.175;0.181;0.17;0.245;0.313;0.045;0.024
2017;3605;0.126;0.061;0.062;0.138;0.125;0.109;0.196;0.24;0.041;0.015
2017;3606;0.116;0.047;0.03;0.088;0.068;0.062;0.142;0.159;0.007;0.006
2017;3607;0.117;0.045;0.018;0.054;0.037;0.032;0.138;0.145;0.013;0.004
2017;3608;0.109;0.043;0.012;0.037;0.028;0.023;0.123;0.126;0.034;0.013
2017;3609;0.101;0.039;0.007;0.031;0.029;0.029;0.096;0.093;0.045;0.018
2017;3610;0.086;0.033;0.007;0.028;0.03;0.04;0.076;0.076;0.053;0.019
2017;3611;0.064;0.023;0.011;0.027;0.032;0.05;0.062;0.068;0.07;0.028
2017;3612;0.036;0.014;0.019;0.03;0.037;0.059;0.058;0.069;0.088;0.045
2017;3613;0.013;0.012;0.035;0.038;0.046;0.066;0.059;0.077;0.11;0.085
2017;3614;0.006;0.017;0.063;0.047;0.055;0.068;0.062;0.084;0.13;0.144
2017;3615;0.012;0.032;0.1;0.055;0.062;0.062;0.068;0.09;0.14;0.193
2017;3616;0.026;0.064;0.138;0.068;0.07;0.054;0.076;0.101;0.138;0.207
2017;3617;0.076;0.11;0.183;0.083;0.077;0.048;0.089;0.119;0.124;0.173
2017;3618;0.134;0.155;0.22;0.093;0.076;0.057;0.111;0.145;0.111;0.13
2017;3619;0.195;0.185;0.241;0.101;0.077;0.077;0.142;0.195;0.095;0.112
2017;3620;0.228;0.206;0.249;0.109;0.076;0.094;0.17;0.242;0.071;0.1
2017;3621;0.227;0.195;0.24;0.115;0.084;0.101;0.175;0.249;0.051;0.087
2017;3622;0.195;0.17;0.232;0.123;0.108;0.108;0.162;0.231;0.031;0.064
2017;3623;0.166;0.147;0.231;0.134;0.136;0.114;0.155;0.213;0.013;0.036
2017;3624;0.155;0.135;0.247;0.155;0.155;0.118;0.153;0.199;0.014;0.028
2017;3625;0.165;0.138;0.27;0.178;0.164;0.121;0.142;0.17;0.053;0.048
2017;3626;0.169;0.146;0.275;0.191;0.164;0.123;0.123;0.131;0.108;0.083
2017;3627;0.152;0.142;0.251;0.184;0.151;0.115;0.104;0.095;0.145;0.104
2017;3628;0.13;0.134;0.221;0.169;0.126;0.089;0.096;0.074;0.153;0.111
2017;3629;0.104;0.112;0.177;0.142;0.083;0.05;0.089;0.06;0.114;0.1
2017;3630;0.065;0.061;0.138;0.114;0.047;0.026;0.072;0.047;0.084;0.087
2017;3631;0.035;0.042;0.141;0.11;0.037;0.025;0.076;0.058;0.078;0.088
2017;3632;0.023;0.051;0.134;0.101;0.025;0.017;0.085;0.069;0.072;0.104
2017;3633;0.021;0.046;0.1;0.076;0.011;0.013;0.082;0.068;0.078;0.126
2017;3634;0.023;0.04;0.061;0.045;0.004;0.009;0.064;0.052;0.093;0.15
2017;3635;0.03;0.033;0.032;0.023;0.001;0.006;0.038;0.03;0.106;0.168
2017;3636;0.041;0.028;0.016;0.014;0.004;0.004;0.018;0.016;0.113;0.174
2017;3637;0.06;0.024;0.011;0.012;0.008;0.005;0.008;0.009;0.112;0.164
2017;3638;0.08;0.023;0.011;0.016;0.012;0.009;0.008;0.009;0.102;0.145
2017;3639;0.097;0.024;0.02;0.027;0.015;0.012;0.009;0.016;0.084;0.126
2017;3640;0.119;0.026;0.032;0.053;0.021;0.017;0.014;0.03;0.066;0.105
2017;3641;0.142;0.041;0.05;0.088;0.034;0.02;0.028;0.058;0.051;0.086
2017;3642;0.181;0.074;0.072;0.126;0.045;0.026;0.057;0.104;0.041;0.073
2017;3643;0.264;0.145;0.131;0.199;0.083;0.06;0.094;0.157;0.035;0.063
2017;3644;0.352;0.202;0.197;0.264;0.128;0.093;0.136;0.193;0.025;0.045
2017;3645;0.411;0.195;0.225;0.298;0.16;0.109;0.176;0.213;0.017;0.019
2017;3646;0.434;0.161;0.233;0.315;0.18;0.112;0.205;0.223;0.011;0.006
2017;3647;0.41;0.133;0.23;0.323;0.192;0.106;0.216;0.23;0.007;0.002
2017;3648;0.338;0.112;0.218;0.316;0.195;0.093;0.195;0.219;0.005;0.003
2017;3649;0.247;0.09;0.207;0.299;0.189;0.074;0.148;0.179;0.006;0.003
2017;3650;0.168;0.067;0.21;0.286;0.177;0.054;0.091;0.118;0.014;0.003
2017;3651;0.093;0.042;0.223;0.285;0.167;0.037;0.041;0.057;0.034;0.004
2017;3652;0.042;0.034;0.237;0.299;0.17;0.029;0.013;0.019;0.058;0.004
2017;3653;0.026;0.041;0.22;0.275;0.161;0.025;0.004;0.005;0.06;0.004
2017;3654;0.022;0.044;0.155;0.202;0.119;0.02;0.005;0.008;0.041;0.003
2017;3655;0.05;0.05;0.111;0.143;0.09;0.02;0.022;0.024;0.025;0.001
2017;3656;0.096;0.057;0.105;0.116;0.093;0.023;0.038;0.037;0.004;0.004
2017;3657;0.111;0.053;0.115;0.101;0.083;0.019;0.053;0.058;0.003;0.02
2017;3658;0.115;0.048;0.145;0.09;0.066;0.015;0.07;0.09;0.023;0.055
2017;3659;0.141;0.052;0.196;0.094;0.053;0.012;0.089;0.127;0.049;0.106
2017;3660;0.198;0.06;0.25;0.121;0.051;0.012;0.119;0.177;0.077;0.153
2017;3661;0.245;0.068;0.296;0.167;0.054;0.017;0.151;0.22;0.111;0.191
2017;3662;0.283;0.072;0.328;0.23;0.058;0.028;0.173;0.248;0.139;0.211
2017;3663;0.286;0.07;0.367;0.32;0.063;0.045;0.183;0.267;0.158;0.207
2017;3664;0.277;0.068;0.376;0.401;0.086;0.064;0.183;0.274;0.184;0.184
2017;3665;0.262;0.069;0.341;0.414;0.129;0.078;0.175;0.251;0.219;0.152
2017;3666;0.274;0.084;0.282;0.381;0.179;0.082;0.188;0.249;0.246;0.122
2017;3667;0.265;0.106;0.233;0.341;0.201;0.089;0.227;0.277;0.228;0.106
2017;3668;0.271;0.127;0.21;0.325;0.22;0.101;0.246;0.292;0.179;0.089
2017;3669;0.291;0.147;0.169;0.297;0.253;0.131;0.261;0.311;0.135;0.073
2017;3670;0.316;0.169;0.148;0.249;0.258;0.191;0.259;0.286;0.099;0.056
2017;3671;0.31;0.196;0.169;0.228;0.21;0.253;0.197;0.261;0.07;0.034
2017;3672;0.241;0.214;0.201;0.262;0.164;0.264;0.192;0.301;0.05;0.013
2017;3673;0.199;0.23;0.21;0.302;0.169;0.241;0.228;0.318;0.031;0.005
2017;3674;0.24;0.241;0.22;0.322;0.201;0.232;0.214;0.296;0.018;0.002
2017;3675;0.313;0.277;0.251;0.337;0.227;0.22;0.18;0.254;0.021;0.002
2017;3676;0.374;0.319;0.3;0.355;0.23;0.249;0.157;0.221;0.049;0.006
2017;3677;0.433;0.318;0.345;0.352;0.211;0.257;0.132;0.166;0.067;0.012
2017;3678;0.488;0.32;0.414;0.389;0.209;0.266;0.101;0.127;0.07;0.023
2017;3679;0.491;0.279;0.429;0.407;0.233;0.302;0.087;0.121;0.066;0.042
2017;3680;0.466;0.212;0.364;0.367;0.233;0.302;0.079;0.118;0.067;0.072
2017;3681;0.401;0.156;0.304;0.35;0.251;0.305;0.083;0.119;0.081;0.112
2017;3682;0.312;0.123;0.279;0.379;0.285;0.334;0.101;0.134;0.106;0.157
2017;3683;0.256;0.11;0.289;0.42;0.314;0.361;0.133;0.167;0.132;0.192
2017;3684;0.268;0.11;0.31;0.466;0.339;0.369;0.178;0.205;0.153;0.218
2017;3685;0.351;0.125;0.343;0.505;0.369;0.352;0.243;0.239;0.158;0.239
2017;3686;0.477;0.155;0.382;0.529;0.388;0.327;0.313;0.32;0.185;0.267
2017;3687;0.581;0.193;0.42;0.55;0.413;0.312;0.402;0.486;0.204;0.288
2017;3688;0.634;0.228;0.447;0.561;0.444;0.323;0.465;0.624;0.189;0.233
2017;3689;0.669;0.263;0.457;0.55;0.438;0.353;0.479;0.672;0.188;0.164
2017;3690;0.7;0.284;0.454;0.523;0.413;0.379;0.468;0.672;0.195;0.132
2017;3691;0.683;0.271;0.469;0.517;0.432;0.384;0.468;0.638;0.279;0.157
2017;3692;0.627;0.285;0.485;0.557;0.491;0.35;0.472;0.594;0.4;0.279
2017;3693;0.556;0.322;0.513;0.619;0.547;0.352;0.437;0.556;0.55;0.473
2017;3694;0.486;0.343;0.522;0.627;0.552;0.414;0.391;0.502;0.711;0.59
2017;3695;0.392;0.312;0.529;0.605;0.502;0.453;0.342;0.432;0.742;0.701
2017;3696;0.281;0.27;0.532;0.604;0.472;0.459;0.275;0.364;0.718;0.762
2017;3697;0.191;0.228;0.523;0.613;0.467;0.483;0.201;0.291;0.674;0.782
2017;3698;0.124;0.196;0.503;0.602;0.461;0.475;0.144;0.215;0.623;0.817
2017;3699;0.093;0.176;0.491;0.586;0.449;0.429;0.105;0.151;0.574;0.829
2017;3700;0.076;0.163;0.467;0.563;0.42;0.364;0.076;0.1;0.544;0.844
2017;3701;0.054;0.138;0.374;0.486;0.341;0.312;0.05;0.066;0.517;0.834
2017;3702;0.041;0.12;0.32;0.436;0.343;0.328;0.033;0.053;0.525;0.847
2017;3703;0.038;0.153;0.264;0.367;0.302;0.337;0.032;0.055;0.415;0.834
2017;3704;0.044;0.178;0.213;0.318;0.265;0.327;0.037;0.065;0.277;0.793
2017;3705;0.046;0.197;0.179;0.283;0.251;0.31;0.039;0.064;0.182;0.739
2017;3706;0.049;0.219;0.163;0.261;0.247;0.31;0.03;0.041;0.146;0.677
2017;3707;0.066;0.236;0.161;0.233;0.238;0.311;0.017;0.039;0.093;0.606
2017;3708;0.092;0.259;0.177;0.203;0.212;0.306;0.023;0.072;0.044;0.603
2017;3709;0.119;0.278;0.205;0.183;0.179;0.282;0.035;0.085;0.045;0.725
2017;3710;0.147;0.282;0.226;0.179;0.153;0.269;0.035;0.093;0.035;0.673
2017;3711;0.185;0.282;0.227;0.186;0.135;0.288;0.044;0.146;0.05;0.595
2017;3712;0.228;0.276;0.23;0.207;0.125;0.346;0.078;0.201;0.084;0.551
2017;3713;0.278;0.259;0.211;0.231;0.115;0.415;0.116;0.233;0.181;0.559
2017;3714;0.317;0.222;0.179;0.231;0.106;0.393;0.154;0.256;0.327;0.586
2017;3715;0.346;0.213;0.177;0.23;0.104;0.332;0.209;0.309;0.41;0.602
2017;3716;0.368;0.247;0.19;0.235;0.112;0.309;0.258;0.362;0.414;0.615
2017;3717;0.361;0.268;0.235;0.27;0.144;0.313;0.263;0.358;0.388;0.596
2017;3718;0.316;0.274;0.3;0.326;0.193;0.337;0.248;0.343;0.39;0.535
2017;3719;0.278;0.283;0.33;0.37;0.252;0.364;0.218;0.332;0.396;0.549
2017;3720;0.241;0.311;0.347;0.395;0.287;0.4;0.191;0.32;0.409;0.61
2017;3721;0.241;0.342;0.376;0.42;0.312;0.415;0.144;0.263;0.401;0.627
2017;3722;0.261;0.358;0.413;0.447;0.345;0.419;0.101;0.153;0.428;0.625
2017;3723;0.267;0.358;0.446;0.458;0.356;0.403;0.079;0.1;0.413;0.592
2017;3724;0.272;0.371;0.451;0.448;0.344;0.38;0.064;0.073;0.367;0.525
2017;3725;0.274;0.365;0.414;0.404;0.263;0.334;0.058;0.06;0.323;0.502
2017;3726;0.336;0.382;0.457;0.457;0.289;0.402;0.054;0.045;0.379;0.593
2017;3727;0.435;0.523;0.556;0.557;0.376;0.488;0.072;0.039;0.398;0.646
2017;3728;0.537;0.627;0.64;0.642;0.466;0.558;0.122;0.084;0.323;0.614
2017;3729;0.649;0.695;0.69;0.679;0.516;0.608;0.185;0.159;0.247;0.538
2017;3730;0.737;0.789;0.74;0.7;0.523;0.633;0.265;0.256;0.173;0.453
2017;3731;0.798;0.867;0.785;0.716;0.523;0.635;0.337;0.352;0.115;0.39
2017;3732;0.869;0.894;0.826;0.734;0.523;0.627;0.395;0.42;0.086;0.355
2017;3733;0.939;0.912;0.888;0.77;0.513;0.601;0.463;0.488;0.071;0.313
2017;3734;0.973;0.954;0.92;0.831;0.516;0.554;0.557;0.574;0.068;0.274
2017;3735;0.984;0.971;0.875;0.855;0.529;0.444;0.642;0.619;0.082;0.255
2017;3736;0.988;0.979;0.868;0.829;0.538;0.328;0.702;0.639;0.1;0.241
2017;3737;0.99;0.981;0.927;0.82;0.54;0.338;0.755;0.668;0.12;0.219
2017;3738;0.991;0.973;0.969;0.901;0.479;0.466;0.791;0.681;0.182;0.201
2017;3739;0.991;0.948;0.982;0.944;0.577;0.541;0.826;0.676;0.342;0.212
2017;3740;0.99;0.914;0.99;0.975;0.73;0.56;0.865;0.726;0.481;0.225
2017;3741;0.988;0.889;0.99;0.988;0.88;0.637;0.9;0.795;0.473;0.201
2017;3742;0.983;0.9;0.985;0.99;0.928;0.771;0.922;0.878;0.417;0.146
2017;3743;0.988;0.935;0.971;0.987;0.934;0.853;0.938;0.947;0.352;0.141
2017;3744;0.986;0.932;0.958;0.976;0.928;0.892;0.936;0.966;0.278;0.145
2017;3745;0.973;0.942;0.984;0.967;0.898;0.902;0.925;0.962;0.207;0.175
2017;3746;0.972;0.951;0.984;0.983;0.849;0.89;0.906;0.961;0.176;0.219
